game_number,category_number,value,category,answer,question,air_date,,,,,,,,,,
4,95,0,A SHOT AT LOVE,"Longfellow wrote that Captain Miles Standish gave his blessing to this man who married his crush, Priscilla Mullens",John Alden,2008-11-19,,,,,,,,,,
4,96,0,23 & YOU,Almost every human cell has 23 pairs of these,chromosomes,2019-06-20,,,,,,,,,,
4,96,0,23 & YOU,"In the King James Bible, these 5 words begin the 23rd Psalm","\""The Lord is my shepherd\""",2019-06-20,,,,,,,,,,
4,96,0,23 & YOU,"The grandson of our 9th president, he was our 23rd president",Benjamin Harrison,2019-06-20,,,,,,,,,,
4,96,0,23 & YOU,This type of jury is made up of up to 23 members & determines if someone should be charged with a crime,a grand jury,2019-06-20,,,,,,,,,,
4,96,0,23 & YOU,The 23rd Amendment to the U.S. Constitution permitted citizens of this place to vote for president,"Washington, D.C.",2019-06-20,,,,,,,,,,
4,97,0,HE'S MY SECRETARY OF WAR,In 1863: Edwin Stanton,Abraham Lincoln,2001-05-02,,,,,,,,,,
4,97,0,HE'S MY SECRETARY OF WAR,In 1812: William Eustis,James Madison,2001-05-02,,,,,,,,,,
4,97,0,HE'S MY SECRETARY OF WAR,In 1916: Newton Diehl Baker,Woodrow Wilson,2001-05-02,,,,,,,,,,
4,97,0,HE'S MY SECRETARY OF WAR,In 1801: Henry Dearborn,Thomas Jefferson,2001-05-02,,,,,,,,,,
4,97,0,HE'S MY SECRETARY OF WAR,In 1947: Kenneth C. Royall,Harry S. Truman,2001-05-02,,,,,,,,,,
4,98,0,"\""POT""POURRI",It's at the end of the rainbow,pot of gold,1996-05-08,,,,,,,,,,
4,98,0,"\""POT""POURRI","It's a dish of braised meat, perhaps with added vegetables",pot roast or pot au feu,1996-05-08,,,,,,,,,,
4,98,0,"\""POT""POURRI",It's another name we use for the potpourri category,potluck,1996-05-08,,,,,,,,,,
4,98,0,"\""POT""POURRI","She painted watercolors of fungi in addition to art for her children's tales like ""Peter Rabbit\""",(Beatrix) Potter,1996-05-08,,,,,,,,,,
4,98,0,"\""POT""POURRI","Europeans first met this tribe in the 1600s around what's now Green Bay, Wisconsin",Potawatomi,1996-05-08,,,,,,,,,,
5,99,0,FASHION STARS,"This ""New Girl"" star headed to the 2014 Golden Globes with a flower in her hair & a daisy-printed manicure",Zooey Deschanel,2014-07-21,,,,,,,,,,
5,99,0,FASHION STARS,"The last name of this fashionable member of One Direction is a synonym for ""fashions\""",Styles,2014-07-21,,,,,,,,,,
5,99,0,FASHION STARS,"Some called it a ""scandal"" when she wore a Prada crop top & bared her pregnant midriff at the 2014 SAG awards",Kerry Washington,2014-07-21,,,,,,,,,,
5,99,0,FASHION STARS,This rapper born Ben Haggerty has a collection of thrift shop jackets in his Seattle home,Macklemore,2014-07-21,,,,,,,,,,
5,99,0,FASHION STARS,"The Headware Association gave him the recognition he deserves, naming him ""Hat Person of the Year\""",Pharrell Williams,2014-07-21,,,,,,,,,,
5,100,0,DIRTY WORDS,"\""Dirty"" word that can precede pack, bath, or wrestling",mud,1987-02-18,,,,,,,,,,
5,100,0,DIRTY WORDS,"If a hog invites you home, it's appropriate to tell him his place looks like this",pig sty,1987-02-18,,,,,,,,,,
5,100,0,DIRTY WORDS,"If you get mad at your Barbie doll, you can drop her in a pit of this Mattel goo",Slime,1987-02-18,,,,,,,,,,
5,100,0,DIRTY WORDS,"In ""A Visit from St. Nicholas"", St. Nick's ""clothes were all tarnished with ashes"" & this",soot,1987-02-18,,,,,,,,,,
5,100,0,DIRTY WORDS,"From old High German for ""foul"", it can also describe someone very rich",filthy,1987-02-18,,,,,,,,,,
5,101,0,LET'S WRITE A SHORT STORY,"Let's make London this, meaning where the story takes place",the setting,2013-02-04,,,,,,,,,,
5,101,0,LET'S WRITE A SHORT STORY,"A dramatic hospital fire makes an excellent ""plot"" one of these, also a word for a turn or spiral",a twist,2013-02-04,,,,,,,,,,
5,101,0,LET'S WRITE A SHORT STORY,"The mysterious character ""Mr. S."" represents human depravity--obviously we're writing this type of symbolic tale",allegory,2013-02-04,,,,,,,,,,
5,101,0,LET'S WRITE A SHORT STORY,"We'll model the writing style on the distinctive voice of this southern author of ""The Bear\""",William Faulkner,2013-02-04,,,,,,,,,,
5,101,0,LET'S WRITE A SHORT STORY,"The point of view is third person this, meaning all-knowing",omniscient,2013-02-04,,,,,,,,,,
5,102,0,"THE ""UNDER"" WORLD",Lingerie is a fancy word for it,underwear,2005-01-28,,,,,,,,,,
5,102,0,"THE ""UNDER"" WORLD","Abolitionist ""railroad\""",underground,2005-01-28,,,,,,,,,,
5,102,0,"THE ""UNDER"" WORLD",Vegetation growing beneath the trees in a forest,underbrush,2005-01-28,,,,,,,,,,
5,102,0,"THE ""UNDER"" WORLD",The seaward pull away from shore after a wave has broken,undertow,2005-01-28,,,,,,,,,,
5,102,0,"THE ""UNDER"" WORLD",It means to weaken support for something or to unearth too little ore,undermine,2005-01-28,,,,,,,,,,
5,103,0,MR. DWAYNE JOHNSON,"Channeling his Pacific island heritage, Dwayne was the voice of Maui in this animated movie",Moana,2019-06-18,,,,,,,,,,
5,103,0,MR. DWAYNE JOHNSON,"In the last 4 films in this speedy franchise, Dwayne has played Luke Hobbs",Fast and Furious,2019-06-18,,,,,,,,,,
5,103,0,MR. DWAYNE JOHNSON,"D.J. flew a rescue chopper & saved lives in this ""fault""-y disaster film",San Andreas,2019-06-18,,,,,,,,,,
5,103,0,MR. DWAYNE JOHNSON,"In ""Central Intelligence"", Dwayne teamed up to catch a spy with this actor of smaller stature",Kevin Hart,2019-06-18,,,,,,,,,,
5,103,0,MR. DWAYNE JOHNSON,"Still billed as ""The Rock"" in his film debut ""The Mummy Returns"", Dwayne played this ruler restored to life by ancient magic",the Scorpion King,2019-06-18,,,,,,,,,,
5,104,0,"INTERESTED IN A JOB, KID?","Let's get you this govt. job...  Wait!  You're not 35 & you haven't lived in the U.S. at least 14 years, 2 of the 3 requirements",president,2013-08-01,,,,,,,,,,
5,104,0,"INTERESTED IN A JOB, KID?","Tim Cook took over for Steve Jobs as CEO of this tech company in 2011, but are you ready to step in... today?!",Apple,2013-08-01,,,,,,,,,,
5,104,0,"INTERESTED IN A JOB, KID?","Think you can put on a few pounds & take over for Vince Wilfork, a 325-lb. defensive tackle for this Tom Brady-led team?",Patriots,2013-08-01,,,,,,,,,,
5,104,0,"INTERESTED IN A JOB, KID?","Time to scrub in as a cardiothoracic surgeon, specializing in this organ along with the lungs",heart,2013-08-01,,,,,,,,,,
5,104,0,"INTERESTED IN A JOB, KID?","Crunch some numbers & go over deductions as a CPA, a certified public this",accountant,2013-08-01,,,,,,,,,,
6,105,0,"KEANU, ASHTON OR EINSTEIN","Honored with a star on Hollywood's ""Walk of Fame\""",Keanu,2006-02-14,,,,,,,,,,
6,105,0,"KEANU, ASHTON OR EINSTEIN","Studied music & the violin at the behest of his mother, Paulina",(Albert) Einstein,2006-02-14,,,,,,,,,,
6,105,0,"KEANU, ASHTON OR EINSTEIN",A high school dropout but later graduated from college,Einstein,2006-02-14,,,,,,,,,,
6,105,0,"KEANU, ASHTON OR EINSTEIN",Studied biochemical engineering in college,Ashton (Kutcher),2006-02-14,,,,,,,,,,
6,105,0,"KEANU, ASHTON OR EINSTEIN","Born in Beirut, Lebanon",Keanu (Reeves),2006-02-14,,,,,,,,,,
6,106,0,"\""K""s IN LITERATURE","His books include ""Puck of Pook's Hill"" & ""The Second Jungle Book\""",(Rudyard) Kipling,1988-02-17,,,,,,,,,,
6,106,0,"\""K""s IN LITERATURE","\""Catriona"" or ""David Balfour"" is the sequel to this Robert Louis Stevenson adventure novel",Kidnapped,1988-02-17,,,,,,,,,,
6,106,0,"\""K""s IN LITERATURE","He wrote odes on so many subjects, he may have been the most ""ode""ious poet in English literature",(John) Keats,1988-02-17,,,,,,,,,,
6,106,0,"\""K""s IN LITERATURE",Feodor Pavlovich is the father of these Russian siblings,(the brothers) Karamazov,1988-02-17,,,,,,,,,,
6,106,0,"\""K""s IN LITERATURE",This famous Samuel Taylor Coleridge poem about Xanadu was never finished,"\""Kubla Khan\""",1988-02-17,,,,,,,,,,
6,107,0,FARMVILLE,On a farm who needs an alarm clock when you have this bird's cock-a-doodle-doo to wake you?,a rooster,2010-07-09,,,,,,,,,,
6,107,0,FARMVILLE,"It's a 4-letter wired cage or enclosure for chickens, though they may wish to fly it & go free",a coop,2010-07-09,,,,,,,,,,
6,107,0,FARMVILLE,Hey! usually the hay you use on a farm is tightly compressed in this 4-letter bundle,a bale,2010-07-09,,,,,,,,,,
6,107,0,FARMVILLE,"It's the time when ripened crops are gathered, or the yield of crops themselves.",harvest,2010-07-09,,,,,,,,,,
6,107,0,FARMVILLE,Important breeds of this on a farm include the brown Swiss & Holstein,cows,2010-07-09,,,,,,,,,,
6,108,0,KIDSPEAK,"To cereal lovers, it's a friend of Crackle; it's also in the title of a kids' song about a weasel",pop,2004-10-20,,,,,,,,,,
6,108,0,KIDSPEAK,"A dog named Rover might be black or brown, but this color ""rover"" is a popular kids' game",Red Rover,2004-10-20,,,,,,,,,,
6,108,0,KIDSPEAK,It's a hemispherical portion of ice cream that you dish out with a utensil of the same name,scooper (or scoop),2004-10-20,,,,,,,,,,
6,108,0,KIDSPEAK,They're also called milk teeth & you probably began to lose yours when you were about 6,baby teeth,2004-10-20,,,,,,,,,,
6,108,0,KIDSPEAK,"Poogles, Quiggles & Kougras are 3 types of these ""pets"" that have their own website",Neopets,2004-10-20,,,,,,,,,,
6,109,0,THE SMALLEST IN AREA,"France, Spain, Portugal",Portugal,2004-05-03,,,,,,,,,,
6,109,0,THE SMALLEST IN AREA,"Panama, Brazil, Argentina",Panama,2004-05-03,,,,,,,,,,
6,109,0,THE SMALLEST IN AREA,"Austria, Russia, Italy",Austria,2004-05-03,,,,,,,,,,
6,109,0,THE SMALLEST IN AREA,"Alaska, Florida, California",Florida,2004-05-03,,,,,,,,,,
6,109,0,THE SMALLEST IN AREA,"China, Japan, South Korea",South Korea,2004-05-03,,,,,,,,,,
6,110,0,GET A JOB!,"\""Aim high"" & get a job in this branch of the military & you might have to memorize their slogan ""Aim High\""",the Air Force,2004-10-18,,,,,,,,,,
6,110,0,GET A JOB!,"Maybe you wanna be like Pat Sajak, Wink Martindale or Bob Barker & get this gig (hey, not so fast, kid!)",a game show host,2004-10-18,,,,,,,,,,
6,110,0,GET A JOB!,An occupation where you make or mend clothes might be this-made for you,tailor,2004-10-18,,,,,,,,,,
6,110,0,GET A JOB!,You may file a writ of habeas corpus for your client if you decide to go into this profession,law,2004-10-18,,,,,,,,,,
6,110,0,GET A JOB!,"You'll either be a sturdy fixer of leaky pipes or, maybe, a fixer of a company's news leaks if you wade into this job",a plumber,2004-10-18,,,,,,,,,,
7,111,0,SPORTS TEAMS HOME CITIES,The Bulls are beastly when they slam it down in this NBA home city,Chicago,2004-05-06,,,,,,,,,,
7,111,0,SPORTS TEAMS HOME CITIES,The NFL's Dolphins ride the surf to glory in this city,Miami,2004-05-06,,,,,,,,,,
7,111,0,SPORTS TEAMS HOME CITIES,"In the NHL, the Bruins bruise up the opposition when in this home city",Boston,2004-05-06,,,,,,,,,,
7,111,0,SPORTS TEAMS HOME CITIES,"This Texas city hosts the WNBA's Comets & the NBA's Rockets, y'all",Houston,2004-05-06,,,,,,,,,,
7,111,0,SPORTS TEAMS HOME CITIES,The NHL's Mighty Ducks get off skate free playing their home games in this city,Anaheim,2004-05-06,,,,,,,,,,
7,112,0,METAL,This radioactive metal is Niger's No. 1 export,uranium,2008-02-22,,,,,,,,,,
7,112,0,METAL,"The ore pyrargyrite is associated with veins of this precious metal, symbol Ag",silver,2008-02-22,,,,,,,,,,
7,112,0,METAL,This metal makes up 5% of the Earth's crust but only .004% of a person,iron,2008-02-22,,,,,,,,,,
7,112,0,METAL,Lady Liberty's skin is made of this,copper,2008-02-22,,,,,,,,,,
7,112,0,METAL,"(Jimmy of the Clue Crew shows the periodic table on a monitor.)  The elements in green on the periodic table are the metals; the ones grouped here in between, similar to other metals but not quite fitting in, are classified as these metals or elements",transition(als),2008-02-22,,,,,,,,,,
7,113,0,DESCRIBING THE PRESIDENT,"Had a Springfield in his step, look him up at his Gettysburg Address, enjoyed the theater a bit too much",Abraham Lincoln,2008-02-11,,,,,,,,,,
7,113,0,DESCRIBING THE PRESIDENT,"\""Texas tea"" man, enjoy's his dad's office, seems to have a problem saying ""nuclear"" (nuke-u-lar just isn't right, kids)",George W. Bush,2008-02-11,,,,,,,,,,
7,113,0,DESCRIBING THE PRESIDENT,"Had a rough swim in WWII, considered himself a Berliner, had a Camelot of fun",JFK,2008-02-11,,,,,,,,,,
7,113,0,DESCRIBING THE PRESIDENT,"Pro-Prohibition, suffered from the Depression, got vacuumed out of office in 1932",Hoover,2008-02-11,,,,,,,,,,
7,113,0,DESCRIBING THE PRESIDENT,"Built a ""Bridge to the 21st Century"", got the Starr treatment, moved to N.Y.",Bill Clinton,2008-02-11,,,,,,,,,,
7,114,0,TEEN BOOK SCENE,"Amazon.com allows you to add this ""Fudge"" author's ""Forever"" to your ""Wedding Registry"" list",Judy Blume,2003-02-14,,,,,,,,,,
7,114,0,TEEN BOOK SCENE,"\""Troy"" by Adele Geras is a young adult novel reworking of this Homer epic","\""The Iliad\""",2003-02-14,,,,,,,,,,
7,114,0,TEEN BOOK SCENE,There's now a series of books based on this WB series about Lorelai & Rory,Gilmore Girls,2003-02-14,,,,,,,,,,
7,114,0,TEEN BOOK SCENE,This Meg Cabot book is the first in her series about royal-in-training Mia Thermopolis,"\""The Princess Diaries\""",2003-02-14,,,,,,,,,,
7,114,0,TEEN BOOK SCENE,"\""They murdered him"" begins this Robert Cormier novel","\""The Chocolate War\""",2003-02-14,,,,,,,,,,
7,115,0,DROP A LETTER,"Drop an ""E"" from a lavish meal to get this verb meaning to abstain from food",fast,2019-06-28,,,,,,,,,,
7,115,0,DROP A LETTER,"Drop the ""L"" from a type of bedspread to get this verb that means ""to resign\""",quit,2019-06-28,,,,,,,,,,
7,115,0,DROP A LETTER,"Drop the ""T"" from intense fear to get this mistake",error,2019-06-28,,,,,,,,,,
7,115,0,DROP A LETTER,"A synonym for ""vision"" drops its ""T"" & becomes this sound of relief or weariness",a sigh,2019-06-28,,,,,,,,,,
7,115,0,DROP A LETTER,"Drop the ""F"" from a word meaning very cold & it comes this, stiff or unyielding",rigid,2019-06-28,,,,,,,,,,
7,116,0,ANIMATED CREATURES,Bruno the dog is turned into a footman for the horse-drawn pumpkin coach in this animated film,Cinderella,2009-07-16,,,,,,,,,,
7,116,0,ANIMATED CREATURES,"This pet of Lilo's is actually Genetic Experiment 626, a fugitive alien",Stitch,2009-07-16,,,,,,,,,,
7,116,0,ANIMATED CREATURES,"In this film Rhino the hamster helps his dog hero, who doesn't actually have super powers",Bolt,2009-07-16,,,,,,,,,,
7,116,0,ANIMATED CREATURES,In this film the mouse Roddy St. James finds a new world after going down the bathroom's whirlpool,Flushed Away,2009-07-16,,,,,,,,,,
7,116,0,ANIMATED CREATURES,Lovelace is a rockhopper who will answer any of life's questions for the price of a pebble in this film,Happy Feet,2009-07-16,,,,,,,,,,
8,117,0,TODAY'S HOROSCOPE,(July 23 - Aug. 22) This fire sign is ready to roar!,Leo,2006-02-09,,,,,,,,,,
8,117,0,TODAY'S HOROSCOPE,(April 20 - May 20) Quick decisions are necessary.  Be bullish!,Taurus,2006-02-09,,,,,,,,,,
8,117,0,TODAY'S HOROSCOPE,"(Feb. 19 - March 20) Something's fishy, & it's this mutable water sign",Pisces,2006-02-09,,,,,,,,,,
8,117,0,TODAY'S HOROSCOPE,(June 21 - July 22) Why so crabby?,Cancer,2006-02-09,,,,,,,,,,
8,117,0,TODAY'S HOROSCOPE,"(Jan. 20 - Feb. 18) It's the age of this air sign. You may be a water bearer but you lift people's spirits, too",Aquarius,2006-02-09,,,,,,,,,,
8,118,0,FRENCH LESSONS WITH MOM,"(Everyone's favorite ""Mom,"" Cheryl of the Clue Crew, sitting at a counter, begs, ""Let Mom help you with your French homework."")  Let's say you're at the cafeteria and you think, this meal ""is delicious""; tell everybody, ""ce déjeuner est délicieux\""",lunch,2005-02-04,,,,,,,,,,
8,118,0,FRENCH LESSONS WITH MOM,"(Cheryl of the Clue Crew as ""Mom"" says, ""Okay, here's another one."")  Your friend pulls a move on a skateboard, and you say, ""tres bon, dawg""; you mean this",very good,2005-02-04,,,,,,,,,,
8,118,0,FRENCH LESSONS WITH MOM,"(Cheryl of the Clue Crew as ""Mom"" gives the clue.)  I know you want to talk to that girl in your homeroom.  Try this: ""Que vous êtes jolie.""  You're telling her flat-out she's this",gorgeous (or cute or beautiful or pretty),2005-02-04,,,,,,,,,,
8,118,0,FRENCH LESSONS WITH MOM,"(Cheryl of the Clue Crew as ""Mom"" says, ""Oh, I have another one."")  When somebody does something really gross at school, you can say, ""Oh, mon dieu"", which translates to this","Oh, my God",2005-02-04,,,,,,,,,,
8,118,0,FRENCH LESSONS WITH MOM,"(Cheryl of the Clue Crew as ""Mom"" implores, ""Let's try numbers."")  If you have to be home at this time, just say ""Je dois rentre chez moi à sept heure\""",seven,2005-02-04,,,,,,,,,,
8,119,0,ONE-WORD MOVIES,Due to a new rule this 2007 Amy Adams Disney film will be the last to have 3 songs nominated for the Best Song Oscar,Enchanted,2008-09-16,,,,,,,,,,
8,119,0,ONE-WORD MOVIES,Crispin Glover spouts actual Anglo-Saxon in this 2007 CGI monster movie based on an ancient epic,Beowulf,2008-09-16,,,,,,,,,,
8,119,0,ONE-WORD MOVIES,"No horsing around, the tagline for this 2003 film was ""A longshot becomes a legend\""",Seabiscuit,2008-09-16,,,,,,,,,,
8,119,0,ONE-WORD MOVIES,"Timothy Olyphant of ""Deadwood"" went bald & dodged bullets while plying this title trade in a 2007 film",Hitman,2008-09-16,,,,,,,,,,
8,119,0,ONE-WORD MOVIES,Scenes in this 1997 Jodie Foster film were filmed at the Very Large Array of radio telescopes in New Mexico,Contact,2008-09-16,,,,,,,,,,
